Date,LATVIA IMI
2024-04-25,893.1293339536613
2024-04-26,890.9905435747437
2024-04-29,897.1687242506517
2024-04-30,895.4926787168854
2024-05-01,894.7389322489455
2024-05-02,895.0714583973834
2024-05-03,899.8296640673638
2024-05-06,900.9160616185947
2024-05-07,904.1434292438666
2024-05-08,906.213575540162
2024-05-09,908.4897527148757
2024-05-10,911.1288440295053
2024-05-13,895.2380859539085
2024-05-14,894.4522543631231
2024-05-15,898.6222801893409
2024-05-16,878.978694622755
2024-05-17,927.2777504807541
2024-05-20,914.3310523652448
2024-05-21,926.1317680616686
2024-05-22,910.8669047464135
2024-05-23,910.2870313666707
2024-05-24,912.9286730166085
2024-05-27,906.6469735881943
2024-05-28,912.1169561226686
2024-05-29,911.7232786055516
2024-05-30,909.4983138949164
2024-05-31,916.6476175885509
2024-06-03,924.0569239906565
2024-06-04,921.2827179859905
2024-06-05,916.883409276211
2024-06-06,922.7598919800768
2024-06-07,917.9712363160965
2024-06-10,912.2040792463782
2024-06-11,915.0791815875169
2024-06-12,922.6026568632838
2024-06-13,914.3907715443429
2024-06-14,910.7034020565184
2024-06-17,922.0384468634941
2024-06-18,925.5674105798246
2024-06-19,919.7489940661841
2024-06-20,910.8994180046508
2024-06-21,913.5491016469232
2024-06-24,917.6541715663254
2024-06-25,913.1048571096164
2024-06-26,908.3237731990062
2024-06-27,923.2455076227438
2024-06-28,916.571215954094
2024-07-01,921.4820148543246
2024-07-02,920.7685160141162
2024-07-03,925.5322751140328
2024-07-04,930.942469526236
2024-07-05,939.6096877265595
2024-07-08,931.5221928339788
2024-07-09,923.2461614819094
2024-07-10,928.034113320966
2024-07-11,931.7433257744674
2024-07-12,937.1683750020031
2024-07-15,934.8730750268669
2024-07-16,929.7836217433152
2024-07-17,935.029526174623
2024-07-18,935.7310277131675
2024-07-19,927.5065421977474
2024-07-22,930.7928549355858
2024-07-23,927.4151500416993
2024-07-24,925.433627264564
2024-07-25,925.189822018738
2024-07-26,921.0096268024931
2024-07-29,919.8220662104104
2024-07-30,915.3081985175028
2024-07-31,924.6918473146508
2024-08-01,919.3254895649126
2024-08-02,932.8021506439153
2024-08-05,923.7569434200078
2024-08-06,913.3932784848777
2024-08-07,921.555218786384
2024-08-08,919.575414389073
2024-08-09,919.5715080676762
2024-08-12,916.649483686145
2024-08-13,929.3110661731404
2024-08-14,934.6021731007786
2024-08-15,927.3284552344056
2024-08-16,925.0466714792694
2024-08-19,931.3910667421911
2024-08-20,933.7546551200624
2024-08-21,937.2122319467321
2024-08-22,934.653791389445
2024-08-23,938.9879889771141
2024-08-26,938.3462505547574
2024-08-27,938.9146465841983
2024-08-28,938.6100229336389
2024-08-29,932.0474908251525
2024-08-30,928.9866704870501
2024-09-02,917.1262259595776
2024-09-03,909.7139061403777
2024-09-04,906.6367860762246
2024-09-05,911.5659794637444
2024-09-06,908.7298446031791
2024-09-09,912.7822018901634
2024-09-10,906.3328032388922
2024-09-11,912.345406447501
2024-09-12,912.7231957696331
2024-09-13,906.9951473935713
2024-09-16,912.4554865530348
2024-09-17,914.1973432296192
2024-09-18,920.0707575375637
2024-09-19,920.7938297150241
2024-09-20,926.5121428371606
2024-09-23,931.0843402516614
2024-09-24,926.9579211997158
2024-09-25,924.158323196603
2024-09-26,919.8259315271691
2024-09-27,907.6442189865622
2024-09-30,912.5897427047798
2024-10-01,904.1474355041984
2024-10-02,904.5679002842977
2024-10-03,910.043651845922
2024-10-04,892.3394226791273
2024-10-07,881.4310713559588
2024-10-08,893.1255826794908
2024-10-09,896.2585594800245
2024-10-10,892.8422635061884
2024-10-11,894.741413735451
2024-10-14,893.7391463956553
2024-10-15,894.046994161555
2024-10-16,898.4534662001238
2024-10-17,894.5162054961785
2024-10-18,893.5363665771189
2024-10-21,890.2577424235506
2024-10-22,882.5956875119097
2024-10-23,879.3247524851462
2024-10-24,881.3803844844018
2024-10-25,884.6673030860788
2024-10-28,888.530465638038
2024-10-29,881.5246548065834
2024-10-30,883.8771907300813
2024-10-31,886.2879824197348
2024-11-01,882.9633745419688
2024-11-04,890.7524777829432
2024-11-05,887.831315950192
2024-11-06,878.4191154276816
2024-11-07,894.4489240009685
2024-11-08,883.2010155846107
2024-11-11,860.5004061538516
2024-11-12,862.5027691980827
2024-11-13,855.358378377476
2024-11-14,859.5590776673658
2024-11-15,860.6870473293326
2024-11-18,863.8324152763834
2024-11-19,859.2616369622034
2024-11-20,854.7909425579934
2024-11-21,849.7691550643244
2024-11-22,843.3729741135224
2024-11-25,845.5463809859917
2024-11-26,845.1120181510931
2024-11-27,855.454122493696
2024-11-28,851.7969703497174
2024-11-29,860.5073008186434
2024-12-02,848.6751828569134
2024-12-03,846.6154953928005
2024-12-04,846.9112926412615
2024-12-05,853.0646239902027
2024-12-06,862.2201067488396
2024-12-09,859.0902983166984
2024-12-10,847.8057418963947
2024-12-11,844.0383146236296
2024-12-12,839.9089636253187
2024-12-13,838.8252786581253
2024-12-16,842.876892894186
2024-12-17,839.7424135989053
2024-12-18,835.0515098348569
2024-12-19,820.8991745886747
2024-12-20,818.309525218293
2024-12-23,817.7193130300797
2024-12-24,817.8373554677225
2024-12-25,817.8373554677225
2024-12-26,819.2145172402204
2024-12-27,826.8106847544313
2024-12-30,823.4788499010194
2024-12-31,821.4559501685907
2025-01-01,821.4559501685907
2025-01-02,827.2903685964919
2025-01-03,826.5477143603925
2025-01-06,837.1162106343619
2025-01-07,841.4193053787691
2025-01-08,839.7026372710025
2025-01-09,834.7532462358654
2025-01-10,826.9892836065732
2025-01-13,824.531392188964
2025-01-14,828.4154824003941
2025-01-15,832.1895163659627
2025-01-16,829.3918063765518
2025-01-17,825.0931392331407
2025-01-20,829.7652610978755
2025-01-21,823.6648408957183
2025-01-22,815.8033642651851
2025-01-23,814.5247762659224
2025-01-24,823.5532515611437
2025-01-27,823.6065814969429
2025-01-28,817.5133762384066
2025-01-29,811.5308953897588
2025-01-30,813.1320745597751
2025-01-31,811.0593360510381
2025-02-03,788.7523789184279
2025-02-04,790.375131821117
2025-02-05,792.8481708088423
2025-02-06,791.5241554469283
2025-02-07,791.2686685532096
2025-02-10,791.3389262590047
2025-02-11,805.9534684059998
2025-02-12,805.2912944899689
2025-02-13,800.0327384339348
2025-02-14,808.1077904736084
2025-02-17,802.2158322888574
2025-02-18,801.8969540784211
2025-02-19,794.6272664938492
2025-02-20,800.5878427139754
2025-02-21,810.8943650071195
2025-02-24,810.1158301367699
2025-02-25,807.8925382704188
2025-02-26,805.0984264346389
2025-02-27,797.0186677166482
2025-02-28,812.047079066576
2025-03-03,823.7434676365859
2025-03-04,816.9523866639277
2025-03-05,844.3204170099344
2025-03-06,857.5258743858444
2025-03-07,869.6788822557646
2025-03-10,872.2292320337662
2025-03-11,873.9760699216383
2025-03-12,874.5151996196358
2025-03-13,865.028950367505
2025-03-14,869.1400615690402
2025-03-17,869.7858012444121
2025-03-18,868.8346448844036
2025-03-19,864.1318736056902
2025-03-20,861.6911031933021
2025-03-21,855.8624783386385
2025-03-24,849.4595929068715
2025-03-25,851.8225214835478
2025-03-26,845.1329753239063
2025-03-27,845.7528175717025
2025-03-28,847.9006665316073
2025-03-31,845.8678765926413
2025-04-01,848.2841386259174
2025-04-02,847.4883413259926
2025-04-03,870.5402908696559
2025-04-04,854.8300008791095
2025-04-07,838.7222042766728
2025-04-08,842.1857063678423
2025-04-09,854.3745766865887
2025-04-10,855.4936181352716
2025-04-11,854.6598622196308
2025-04-14,869.7323916162773
2025-04-15,871.7084134207686
2025-04-16,883.9620757192097
2025-04-17,877.5407039181717
2025-04-18,877.5407039181717
2025-04-21,888.9830213649702
2025-04-22,887.777905320666
2025-04-23,877.2178405752238
2025-04-24,879.1807939075992
2025-04-25,888.1166537903315
2025-04-28,883.4917155423516
2025-04-29,879.6712973884374
2025-04-30,882.3199131243185
2025-05-01,875.6447855651636
2025-05-02,882.4363397677921
2025-05-05,880.1466157794774
2025-05-06,877.2941134338597
2025-05-07,878.6917001523454
2025-05-08,870.7968752546815
2025-05-09,872.0036408763841
2025-05-12,861.8738305074666
2025-05-13,861.3886699286766
2025-05-14,865.5571032243091
2025-05-15,863.8262161950827
2025-05-16,862.2303311560113
2025-05-19,869.4603552757609
2025-05-20,872.6040173940484
2025-05-21,879.0538815788788
2025-05-22,879.1649744717511
2025-05-23,880.9656981398242
2025-05-26,883.9963932117201
2025-05-27,882.0928606168835
2025-05-28,877.225858253714
2025-05-29,880.9902764208797
2025-05-30,887.0898570867012
2025-06-02,891.4115026663659
2025-06-03,893.7347084971673
2025-06-04,898.4281664383683
2025-06-05,902.821704742362
2025-06-06,899.529538793821
2025-06-09,908.6245252732333
2025-06-10,908.4205090670313
2025-06-11,909.5268038017249
2025-06-12,918.2557571058005
2025-06-13,914.234340115677
2025-06-16,914.908784289743
2025-06-17,906.9361683246003
2025-06-18,895.9875148640457
2025-06-19,886.7448847256115
2025-06-20,892.0025767408387
2025-06-23,893.2032749552964
2025-06-24,899.9039456359809
2025-06-25,913.7645123396885
2025-06-26,922.1516178953286
2025-06-27,921.3224166442989
2025-06-30,920.5396172426236
2025-07-01,926.1601846464255
2025-07-02,926.1296499377413
2025-07-03,927.9372652988553
2025-07-04,928.7551798983351
2025-07-07,928.4038537735944
2025-07-08,927.7567435453544
2025-07-09,929.6957444089071
2025-07-10,926.0867223959123
2025-07-11,924.654440377494
2025-07-14,923.752977169346
2025-07-15,919.5595778035674
2025-07-16,915.6883651208905
2025-07-17,915.9698891854167
2025-07-18,923.6042488948412
2025-07-21,922.930548984143
2025-07-22,925.6608770676966
2025-07-23,928.2925293071918
2025-07-24,936.3283651256094
2025-07-25,933.9937839269389
2025-07-28,955.3365846485866
2025-07-29,941.7658404054151
2025-07-30,947.0890740231241
2025-07-31,950.9447728280793
2025-08-01,960.5525829700755
2025-08-04,964.8463983458385
2025-08-05,968.5770084332511
2025-08-06,975.9996025360058
2025-08-07,971.905550094262
2025-08-08,973.5672590920842
2025-08-11,969.3950273998565
2025-08-12,974.7156904205885
2025-08-13,978.5970421818188
2025-08-14,971.656855918182
2025-08-15,949.6857257395408
2025-08-18,972.2546984900528
2025-08-19,970.0165781469631
2025-08-20,973.9520674068708
2025-08-21,968.8463109168712
2025-08-22,973.3464011173768
2025-08-25,969.6961437164188
2025-08-26,971.8382517188898
2025-08-27,961.651234828258
2025-08-28,971.4361047416753
2025-08-29,974.749743125948
2025-09-01,981.0316601322568
2025-09-02,974.6267423430668
2025-09-03,972.4862980396999
2025-09-04,969.72325208826
2025-09-05,976.7759583829711
2025-09-08,974.8136859196255
2025-09-09,972.7172159190874
2025-09-10,972.5958317407685
2025-09-11,970.3205059938341
2025-09-12,971.8253932203264
2025-09-15,976.6350617299607
2025-09-16,983.5365200051659
2025-09-17,977.8465962462793
2025-09-18,973.6897700432594
2025-09-19,972.7412734041525
2025-09-22,963.7357167526832
2025-09-23,968.8064317366803
2025-09-24,959.1895460034311
2025-09-25,958.6862890586946
2025-09-26,953.0949157451173
2025-09-29,958.6125969001661
2025-09-30,958.042980033529
2025-10-01,953.3785159993394
2025-10-02,948.5341917490794
2025-10-03,949.4372926399193
2025-10-06,956.020242643935
2025-10-07,948.7228481177337
2025-10-08,944.3747918857919
2025-10-09,943.0287649361327
2025-10-10,941.6271840509622
2025-10-13,938.2265285705606
2025-10-14,937.4807578047909
2025-10-15,938.6832674210116
2025-10-16,946.5900869585183
2025-10-17,944.5998189095367
2025-10-20,945.8182760333686
2025-10-21,937.9240719784094
2025-10-22,940.495608599545
2025-10-23,940.6649765783792
2025-10-24,945.4054561230638
2025-10-27,941.9078206473852
2025-10-28,949.6678428034162
2025-10-29,950.0751112913559
2025-10-30,939.0207187657192
2025-10-31,937.3107442952809
2025-11-03,936.5930913007663
2025-11-04,932.0355356181911
2025-11-05,937.1833060734426
2025-11-06,944.2564025592594
2025-11-07,945.9981151537821
2025-11-10,944.9211737145058
2025-11-11,950.3204922459106
2025-11-12,949.8831206707686
2025-11-13,960.0666399592643
2025-11-14,958.840089920836
2025-11-17,957.6015984587837
2025-11-18,956.2805408992614
2025-11-19,948.8676019448792
2025-11-20,947.4114543036669
2025-11-21,944.0129064241474
2025-11-24,943.7676708560405
2025-11-25,949.8885417412691
2025-11-26,952.201604099625
2025-11-27,951.7613277755793
2025-11-28,952.5337903614103
2025-12-01,955.272498970915
2025-12-02,960.3833734662832
2025-12-03,967.9371621686851
2025-12-04,970.1218272462768
2025-12-05,964.2142893739666
2025-12-08,966.0071873037375
2025-12-09,962.9828902188464
2025-12-10,966.8447783140862
2025-12-11,975.6959352305798
2025-12-12,977.0594083143192
2025-12-15,977.7663907139067
2025-12-16,986.9183434349987
2025-12-17,990.1210720052194
2025-12-18,985.1365429194967
2025-12-19,976.4801482165294
2025-12-22,971.4408258788657
2025-12-23,977.0582409562346
2025-12-24,977.3486616647988
2025-12-25,977.3486616647988
2025-12-26,977.2656843194949
2025-12-29,975.2509306832624
2025-12-30,975.4440039110457
2025-12-31,974.2826129126396
2026-01-01,974.2826129126396
2026-01-02,974.8633084118425
